Station,Cast,Bottle_ID,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity bottle,Preservation,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Notes,Salinity,Salinity_FLAG,Temperature,Temperature_FLAG,Dissolved_oxygen,Depth_meters_CTD,TA,TA_FLAG,DIC,DIC_FLAG
76,Shallow,RSA_076B,20210505,40°35.90',67°54.03',40°35.87',67°54.05',47.9,87.59952,NA,5:26,NA,NA,NA,NA,Benzalkonium and mercuric,5:39,5:54,40°35.89,67°54.85,40°36.01,67°56.48,79,,32.98012558,2,8.102267057,2,313.8122429,89.22034,,,,
77,Deep,RSA_077A,20210505,40°36.08',68°00.05',40°36.07',68°00.10',50.0,91.44,6:21,6:21,6:22,6:25,6:26,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.36251252,2,8.106323,2,263.7739906,92.75003,,,,
77,Shallow,RSA_077B,20210505,40°36.08',68°00.05',40°36.07',68°00.10',50.0,91.44,NA,6:21,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.97447977,2,8.085094957,2,311.8405152,92.75003,,,,
78,Deep,RSA_078A,20210505,40°41.80',67°54.36',40°41.86',67°54.40',43.9,80.28432,7:19,7:19,7:21,7:24,7:25,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.14268438,2,7.594574,2,272.0535215,81.37396,,,,
78,Shallow,RSA_078B,20210505,40°41.80',67°54.36',40°41.86',67°54.40',43.9,80.28432,NA,7:19,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.93033556,2,7.756098885,2,305.1628269,81.37396,,,,
73,Deep,RSA_073A,20210505,40°47.67',67°47.74',40°47.71',67°47.79',36.8,67.29984,8:17,8:17,8:18,8:21,8:22,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.74754266,2,6.858521,2,295.9814155,68.78495,,,,
73,Shallow,RSA_073B,20210505,40°47.67',67°47.74',40°47.71',67°47.79',36.8,67.29984,NA,8:17,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.84657291,2,7.464289792,2,308.092166,68.78495,,,,
74,Deep,RSA_074A,20210505,40°53.71',67°54.20',40°53.77',67°54.29',32.6,59.61888,9:08,9:08,9:09,9:12,9:13,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.00434155,2,7.61795,2,299.1906428,61.3717,,,,
74,Shallow,RSA_074B,20210505,40°53.71',67°54.20',40°53.77',67°54.29',32.6,59.61888,NA,9:08,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.035375,2,7.847499286,2,300.6695592,61.3717,,,,
79,Deep,RSA_079A,20210505,40°53.54',68°05.65',40°53.46',68°05.73',32.0,58.5216,10:08,10:08,10:09,10:12,10:13,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.19700058,2,8.130859,2,298.707806,61.57066,,,,
79,Shallow,RSA_079B,20210505,40°53.54',68°05.65',40°53.46',68°05.73',32.0,58.5216,NA,10:08,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.16653449,2,8.092475,2,298.4386111,61.57066,,,,
75,Deep,RSA_075A,20210505,40°47.46',68°00.01',40°47.28',68°00.02',37.5,68.58,11:07,11:07,11:08,11:11,11:12,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.94805133,2,7.410522,2,297.6388258,70.57275,,,,
75,Shallow,RSA_075B,20210505,40°47.46',68°00.01',40°47.28',68°00.02',37.5,68.58,NA,11:07,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.97188081,2,7.673672971,2,298.9276706,70.57275,,,,
80,Deep,RSA_080A,20210505,40°41.75',68°05.87',40°41.76',68°05.87',42.7,78.08976,12:02,12:03,12:04,12:07,12:09,L17,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.94369811,2,7.303009,2,291.3109858,79.58556,,,,
80,Shallow,RSA_080B,20210505,40°41.75',68°05.87',40°41.76',68°05.87',42.7,78.08976,NA,12:03,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.95651372,2,7.858928793,2,306.204731,79.58556,,,,
81,Deep,RSA_081A,20210505,40°36.00',68°11.23',40°35.97',68°12.24',50.8,92.90304,NA,13:00,13:01,13:03,13:05,L8,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,,-999,,-999,,,,,,
81,Shallow,RSA_081B,20210505,40°36.00',68°11.23',40°35.97',68°12.24',50.8,92.90304,NA,13:00,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,,-999,,-999,,,,,,
82,Deep,RSA_082A,20210505,40°42.21,68°11.91',40°42.24',68°11.90',39.8,72.78624,13:49,13:49,13:51,13:54,13:55,L20,Benzalkonium and mercuric,6:03,6:18,40°42.23,68°12.60,40°42.12,68°14.46,32,,32.99752018,2,7.471405,2,293.8869842,74.76045,,,,
82,Shallow,RSA_082B,20210505,40°42.21,68°11.91',40°42.24',68°11.90',39.8,72.78624,NA,13:49,NA,NA,NA,NA,Benzalkonium and mercuric,6:03,6:18,40°42.23,68°12.60,40°42.12,68°14.46,32,,33.14090402,2,8.145735348,2,299.2419889,74.76045,,,,
83,Deep,RSA_083A,20210505,40°41.86',68°17.79',40°41.83',68°17.82',35.7,65.28816,14:43,14:44,14:45,14:47,14:48,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.03099044,2,7.623901,2,298.5679009,67.11761,,,,
83,Shallow,RSA_083B,20210505,40°41.86',68°17.79',40°41.83',68°17.82',35.7,65.28816,NA,14:44,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.16837818,2,8.195692587,2,303.8712283,67.11761,,,,
84,Deep,RSA_084A,20210505,40°35.96',68°24.04',40°35.91',68°24.11',43.2,79.00416,15:34,15:34,15:36,15:39,15:40,L21,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05339571,2,7.543427,2,288.8720814,80.42122,,,,
84,Shallow,RSA_084B,20210505,40°35.96',68°24.04',40°35.91',68°24.11',43.2,79.00416,NA,15:34,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.13276591,2,8.162466,2,304.9584829,80.42122,,,,
86,Deep,RSA_086A,20210505,40°30.14',68°29.90',40°30.04',68°29.97',48.8,89.24544,16:26,16:26,16:27,16:29,16:30,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.76669493,2,9.023071,2,253.8818814,90.89623,,,,
86,Shallow,RSA_086B,20210505,40°30.14',68°29.90',40°30.04',68°29.97',48.8,89.24544,NA,16:26,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.07446441,2,8.226845839,2,305.0561054,90.89623,,,,
87,Deep,RSA_234,20210505,40°23.50',68°35.59',40°23.51',68°35.56',49.1,89.79408,17:19,17:20,17:21,17:22,17:24,D1,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.97415105,2,9.524384,2,250.9812816,91.39427,,,,
87,Shallow,RSA_087B,20210505,40°23.50',68°35.59',40°23.51',68°35.56',49.1,89.79408,NA,17:20,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.99353143,2,8.390377192,2,306.808004,91.39427,,,,
93,Deep,RSA_093A,20210505,40°23.54',68°47.55',40°23.52',68°47.61',46.4,84.85632,18:17,18:18,18:19,18:21,18:22,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.23493238,2,7.931,2,280.9184578,86.50687,,,,
93,Shallow,RSA_093B,20210505,40°23.54',68°47.55',40°23.52',68°47.61',46.4,84.85632,NA,18:18,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.16642207,2,8.156642808,2,317.2542551,86.50687,,,,
88,Deep,RSA_088A,20210505,40°30.06',68°42.05',40°30.15',68°42.06',40.0,73.152,19:13,19:13,19:14,19:15,19:17,D2,Mercuric,19:19,19:37,40°30.00,68°42.05,40°31.53,68°40.54,88,,33.06613551,2,7.621429,2,294.8890456,74.41311,,,,
88,Shallow,RSA_088B,20210505,40°30.06',68°42.05',40°30.15',68°42.06',40.0,73.152,NA,19:13,NA,NA,NA,NA,Mercuric,19:19,19:37,40°30.00,68°42.05,40°31.53,68°40.54,88,,33.16036859,2,8.140420707,2,318.1513183,74.41311,,,,
85,Deep,RSA_085A,20210505,40°36.03',68°35.00',40°36.10',68°34.95',35.9,65.65392,20:23,20:23,20:24,20:26,20:27,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05559202,2,7.688934,2,304.1545683,67.19234,,,,
85,Shallow,RSA_085B,20210505,40°36.03',68°35.00',40°36.10',68°34.95',35.9,65.65392,NA,20:23,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.14992689,2,8.16846175,2,316.9550125,67.19234,,,,
89,Deep,RSA_089A,20210505,40°42.01',68°35.00',40°36.10',68°34.95',34.5,63.0936,21:11,21:12,21:13,21:14,21:16,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.06311526,2,7.814545,2,314.913202,63.20583,,,,
89,Shallow,RSA_089B,20210505,40°42.01',68°35.00',40°36.10',68°34.95',34.5,63.0936,NA,21:12,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.13241915,2,8.057990385,2,321.7030333,63.20583,,,,
90,Deep,RSA_090A,20210505,40°47.67',68°42.08',40°47.81',68°42.28',33.4,61.08192,21:45,21:46,21:47,21:48,21:49,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.06854368,2,7.828064,2,318.1678868,61.91129,,,,
90,Shallow,RSA_090B,20210505,40°47.67',68°42.08',40°47.81',68°42.28',33.4,61.08192,NA,21:46,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.07143961,2,7.854783286,2,319.9026943,61.91129,,,,
91,Deep,RSA_091A,20210505,40°47.59',68°47.59',40°47.61',68°47.58',36.1,66.01968,22:18,22:18,22:19,22:20,22:21,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.02649408,2,7.703491,2,315.7556808,67.62432,,,,
91,Shallow,RSA_091B,20210505,40°47.59',68°47.59',40°47.61',68°47.58',36.1,66.01968,NA,22:18,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.04245582,2,7.790919082,2,317.2253327,67.62432,,,,
97,Deep,RSA_097A,20210505,40°47.50',68°53.82',40°47.66',68°53.84',34.3,62.72784,22:54,22:55,22:56,22:58,22:58,D3,Mercuric,23:05,23:20,40°47.66,68°53.84,40°46.14,68°53.89,17,,33.01836226,2,7.63028,2,317.3294602,65.75124,,,,
97,Shallow,RSA_097B,20210505,40°47.50',68°53.82',40°47.66',68°53.84',34.3,62.72784,NA,22:55,NA,NA,NA,NA,Mercuric,23:05,23:20,40°47.66,68°53.84,40°46.14,68°53.89,17,,33.03736206,2,7.742178051,2,322.1824051,65.75124,,,,
96,Deep,RSA_096A,20210505,40°42.15',68°53.98',40°42.11',68°53.91',36.0,65.8368,23:48,23:49,23:50,23:51,23:52,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.01915013,2,7.595032,2,315.0729743,68.36497,,,,
96,Shallow,RSA_096B,20210505,40°42.15',68°53.98',40°42.11',68°53.91',36.0,65.8368,NA,23:49,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.11516562,2,8.043171853,2,336.323356,68.36497,,,,
92,Deep,RSA_092A,20210506,40°36.09',68°47.57',40°36.03',68°47.43',36.0,65.8368,0:38,0:38,0:41,0:42,0:43,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.97629444,2,7.537994,2,310.7506075,67.32213,,,,
92,Shallow,RSA_092B,20210506,40°36.09',68°47.57',40°36.03',68°47.43',36.0,65.8368,NA,0:38,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.07302546,2,7.944312204,2,321.2512,67.32213,,,,
95,Deep,RSA_095A,20210506,40°29.99',68°53.96',40°29.77',68°54.08',39.3,71.87184,1:33,1:33,1:34,1:36,1:37,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.02132184,2,7.593475,2,300.8743153,73.71127,,,,
95,Shallow,RSA_095B,20210506,40°29.99',68°53.96',40°29.77',68°54.08',39.3,71.87184,NA,1:33,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.13581734,2,8.080571021,2,316.0622957,73.71127,,,,
94,Deep,RSA_094A,20210506,40°23.63',68°59.97',40°23.53',68°59.93',45.1,82.47888,2:22,2:23,2:24,2:26,2:27,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.08496282,2,7.633118,2,288.2568465,84.6853,,,,
94,Shallow,RSA_094B,20210506,40°23.63',68°59.97',40°23.53',68°59.93',45.1,82.47888,NA,2:23,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.16958282,2,8.178278519,2,316.5423714,84.6853,,,,
104,Deep,RSA_104A,20210506,40°23.57',69°12.03',40°23.52',69°12.08',44.1,80.65008,3:25,3:26,3:27,3:28,3:29,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.13286349,2,7.715942,2,283.364224,82.16543,,,,
104,Shallow,RSA_104B,20210506,40°23.57',69°12.03',40°23.52',69°12.08',44.1,80.65008,NA,3:26,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.19523017,2,8.271108243,2,316.2566389,82.16543,,,,
103,Deep,RSA_103A,20210506,40°30.08',69°05.57',40°30.06',69°05.57',42.0,76.8096,4:29,4:29,4:30,4:32,4:33,D4,Mercuric,4:37,4:52,40°30.34,69°05.57,40°31.49,69°05.62,45,,33.06780502,2,7.68927,2,309.2000042,77.82825,,,,
103,Shallow,RSA_103B,20210506,40°30.08',69°05.57',40°30.06',69°05.57',42.0,76.8096,NA,4:29,NA,NA,NA,NA,Mercuric,4:37,4:52,40°30.34,69°05.57,40°31.49,69°05.62,45,,33.1075542,2,7.956361629,2,322.4810314,77.82825,,,,
102,Deep,RSA_102A,20210506,40°36.24',69°05.68',40°36.21',69°05.70',39.9,72.96912,5:34,5:35,5:36,5:37,5:38,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.04234059,2,7.603851,2,310.687889,74.53312,,,,
102,Shallow,RSA_102B,20210506,40°36.24',69°05.68',40°36.21',69°05.70',39.9,72.96912,NA,5:35,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.94846142,2,7.428676275,2,308.6148784,74.53312,,,,
98,Deep,RSA_098A,20210506,40°47.58',69°05.54',40°47.55',69°05.53',35.9,65.65392,7:00,7:00,7:02,7:05,7:06,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.97927912,2,7.435516,2,306.9779419,66.73785,,,,
98,Shallow,RSA_098B,20210506,40°47.58',69°05.54',40°47.55',69°05.53',35.9,65.65392,NA,7:00,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.95848598,2,7.409348016,2,306.4367306,66.73785,,,,
100,Deep,RSA_100A,20210506,40°47.49',69°17.51',40°47.48',69°17.51',31.4,57.42432,8:04,8:04,8:05,8:08,8:09,D5,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.94459407,2,7.306366,2,306.6316067,58.89424,,,,
100,Shallow,RSA_100B,20210506,40°47.49',69°17.51',40°47.48',69°17.51',31.4,57.42432,NA,8:04,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.93414491,2,7.304659081,2,306.8802068,58.89424,,,,
99,Deep,RSA_099A,20210506,40°41.20',69°12.64',40°41.22',69°12.62',31.2,57.05856,9:17,9:17,9:18,9:21,9:21,D6,Benzalkonium and mercuric,8:56,9:11,40°41.78,69°13.04,40°41.23,69°12.57,125,,32.90311872,2,7.287811,2,307.675372,59.19469,,,,
99,Shallow,RSA_099B,20210506,40°41.20',69°12.64',40°41.22',69°12.62',31.2,57.05856,NA,9:17,NA,NA,NA,NA,Benzalkonium and mercuric,8:56,9:11,40°41.78,69°13.04,40°41.23,69°12.57,125,,32.89621481,2,7.302491057,2,308.32582,59.19469,,,,
101,Deep,RSA_101A,20210506,40°35.80',69°17.74',40°35.81',69°17.71',30.4,55.59552,10:09,10:09,10:10,10:13,10:14,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.98790126,2,7.517242,2,306.7255531,56.99459,,,,
101,Shallow,RSA_101B,20210506,40°35.80',69°17.74',40°35.81',69°17.71',30.4,55.59552,NA,10:09,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.97982174,2,7.513339681,2,305.4726725,56.99459,,,,
105,Deep,RSA_105A,20210506,40°29.81',69°24.17',40°29.79',69°24.16',32.7,59.80176,11:07,11:08,11:09,11:12,11:14,D7,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.94437723,2,7.422272,2,305.3953859,59.00658,,,,
105,Shallow,RSA_105B,20210506,40°29.81',69°24.17',40°29.79',69°24.16',32.7,59.80176,NA,11:08,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.9561765,2,7.596151667,2,311.0403413,59.00658,,,,
106,Deep,RSA_106A,20210506,40°24.57',69°24.77',40°24.57',69°24.55',38.6,70.59168,12:05,12:05,12:06,12:08,12:09,D8,Benzalkonium and mercuric,11:43,11:58,40°25.55,69°24.19,40°24.64,69°24.49,12485,,33.03737953,2,7.564117,2,302.3817259,71.72189,,,,
106,Shallow,RSA_106B,20210506,40°24.57',69°24.77',40°24.57',69°24.55',38.6,70.59168,NA,12:05,NA,NA,NA,NA,Benzalkonium and mercuric,11:43,11:58,40°25.55,69°24.19,40°24.64,69°24.49,12485,,33.11496722,2,8.043777851,2,311.5266384,71.72189,,,,
109,Deep,RSA_109A,20210506,40°23.59',69°36.24',40°23.59',69°36.23',36.3,66.38544,13:16,13:16,13:17,13:19,13:20,D9,Benzalkonium and mercuric,13:24,13:40,40°23.54,69°36.60,40°23.48,69°38.30,19,,33.09812155,2,7.784729,2,297.5592272,68.02521,,,,
109,Shallow,RSA_109B,20210506,40°23.59',69°36.24',40°23.59',69°36.23',36.3,66.38544,NA,13:16,NA,NA,NA,NA,Benzalkonium and mercuric,13:24,13:40,40°23.54,69°36.60,40°23.48,69°38.30,19,,33.31845918,2,8.610546688,2,304.0525617,68.02521,,,,
110,Deep,RSA_110A,20210506,40°23.85',69°41.50',40°23.82',69°41.47',37.5,68.58,14:06,14:07,14:08,14:10,14:11,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05324969,2,7.665314,2,296.0347605,70.24182,,,,
110,Shallow,RSA_110B,20210506,40°23.85',69°41.50',40°23.82',69°41.47',37.5,68.58,NA,14:07,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.30408399,2,8.616290526,2,300.4283526,70.24182,,,,
108,Deep,RSA_108A,20210506,40°30.47',69°35.41',40°30.42',69°35.41',35.9,65.65392,15:07,15:07,15:08,15:11,15:12,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.00271343,2,7.565094,2,309.8953547,66.98218,,,,
108,Shallow,RSA_108B,20210506,40°30.47',69°35.41',40°30.42',69°35.41',35.9,65.65392,NA,15:07,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.06701781,2,7.963108512,2,320.0600929,66.98218,,,,
107,Deep,RSA_107A,20210506,40°36.09',69°30.36',40°36.01',69°30.38',29.5,53.9496,16:02,16:02,16:03,16:06,16:07,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.96905417,2,7.637695,2,320.0236963,55.31548,,,,
107,Shallow,RSA_107B,20210506,40°36.09',69°30.36',40°36.01',69°30.38',29.5,53.9496,NA,16:02,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05402358,2,7.957247652,2,325.1411087,55.31548,,,,
111,Deep,RSA_111A,20210506,40°36.06',69°41.87',40°35.98',69°41.99',32.1,58.70448,NA,17:01,17:02,17:04,17:04,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,,-999,,-999,,,,,,
111,Shallow,RSA_111B,20210506,40°36.06',69°41.87',40°35.98',69°41.99',32.1,58.70448,NA,17:01,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,,-999,,-999,,,,,,
112,Deep,RSA_112A,20210506,40°30.13',69°47.48',40°30.08',69°47.55',37.9,69.31152,17:47,17:47,17:48,17:49,17:50,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.12729197,2,7.912689,2,299.6976474,70.99103,,,,
112,Shallow,RSA_112B,20210506,40°30.13',69°47.48',40°30.08',69°47.55',37.9,69.31152,NA,17:47,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.38142329,2,8.887781018,2,312.4593316,70.99103,,,,
113,Deep,RSA_113A,20210506,40°35.92',69°53.85',40°35.96',69°53.92',32.1,58.70448,18:37,18:37,18:38,18:40,18:40,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.20264303,2,8.279144,2,303.8918899,60.57163,,,,
113,Shallow,RSA_113B,20210506,40°35.92',69°53.85',40°35.96',69°53.92',32.1,58.70448,NA,18:37,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.36874511,2,8.90600049,2,305.0727118,60.57163,,,,
114,Deep,RSA_114A,20210506,40°42.05',69°47.74',40°42.09',69°47.77',26.8,49.01184,19:31,19:32,19:33,19:34,19:35,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,CTD data didn't download,,-999,,-999,,,,,,
114,Shallow,RSA_114B,20210506,40°42.05',69°47.74',40°42.09',69°47.77',26.8,49.01184,NA,19:32,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,,-999,,-999,,,,,,