DateProcessed,ScallopID,ShellHt_mm,Sex,Mus_Boat1_g,Boat+WetMus_g,WetMus_g,Mus_Boat2_g,Boat+DryMus_g,DryMus_g,Gon_Boat1_g,Boat+WetGon_g,WetGon_g,Gon_Boat2_g,Boat+DryGon_g,DryGon_g,Man_Boat1_g,Boat+WetMan_g,WetMan_g,Man_Boat2_g,Boat+DryMan_g,DryMan_g,ShellWt_g,Notes
20210812,076_25,84,M,0.8,11.29,10.49,,3.09,2.29,0.81,3.42,2.61,,1.35,0.54,0.81,6.31,5.5,,1.45,0.64,37.29,
20210812,103_13,106,F,1.02,21.17,20.15,,5.58,4.56,1.03,7.26,6.23,,2.1,1.07,1,15.39,14.39,,2.65,1.65,69.44,
20210812,076_01,133,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,222.26,scallop was empty; shell intact
20210812,060_16,116,F,0.79,21.21,20.42,,5.57,4.78,0.79,2.7,1.91,,1.01,0.22,0.81,11.45,10.64,,2.43,1.62,55.68,
20210813,060_49,100,M,0.81,17.15,16.34,,4.71,3.9,0.81,2.38,1.57,,1.06,0.25,0.8,12.14,11.34,,2.21,1.41,48.56,
20210813,106_20,107,M,0.98,25.86,24.88,,7.15,6.17,1.02,4.4,3.38,,1.52,0.5,0.99,15.39,14.4,,2.69,1.7,52.3,
20210813,060_01,117,F,1.03,26.78,25.75,,7.14,6.11,0.98,8.12,7.14,,2.17,1.19,0.98,16.32,15.34,,2.71,1.73,83.31,
20210813,103_22,118,F,1,24.6,23.6,,6.12,5.12,0.98,7.11,6.13,,1.88,0.9,0.96,14.5,13.54,,2.46,1.5,75.4,extreme polychaetes
20210813,088_23,114,M,1.01,34.15,33.14,,9.18,8.17,1,11.03,10.03,,2.97,1.97,1.01,21.89,20.88,,3.67,2.66,92.66,
20210813,088_46,111,M,0.96,27.47,26.51,,7.61,6.65,0.99,8.65,7.66,,2.08,1.09,0.97,15.72,14.75,,2.67,1.7,86.86,
20210813,088_43,112,M,0.96,31.07,30.11,,8.13,7.17,1,6.31,5.31,,1.6,0.6,0.99,16.75,15.76,,2.81,1.82,97.4,
20210813,088_30,108,M,0.82,26.87,26.05,,7.38,6.56,0.81,4.18,3.37,,1.29,0.48,0.79,19.62,18.83,,3.18,2.39,80.71,hole in shell
20210813,030_01,124,F,1,43.45,42.45,,12.29,11.29,1,33.27,32.27,,8.95,7.95,0.99,25.97,24.98,,4.16,3.17,173.48,
20210813,025_26,97,M,0.78,24.78,24,,6.89,6.11,0.81,9.37,8.56,,3,2.19,0.8,12.21,11.41,,2.57,1.77,47.59,
20210813,099_41,137,M,1,69.43,68.43,,18.53,17.53,0.98,16.8,15.82,,3.37,2.39,0.99,36.04,35.05,,4.6,3.61,177.41,
20210813,103_16,96,M,0.79,18.94,18.15,,4.97,4.18,0.81,5.41,4.6,,1.71,0.9,0.8,14.33,13.53,,2.17,1.37,50.24,
20210813,088_39,111,F,1,31.28,30.28,,8.15,7.15,0.98,8.66,7.68,,1.8,0.82,0.96,17.03,16.07,,2.78,1.82,78.35,
20210813,103_02,132,F,0.81,32.95,32.14,,6.51,5.7,0.8,4.31,3.51,,1.34,0.54,0.8,20.75,19.95,,3.25,2.45,111.1,
20210813,106_15,95,M,0.96,14.25,13.29,,4.1,3.14,1.02,3.74,2.72,,1.24,0.22,1.02,12.94,11.92,,2.02,1,34.54,
20210813,025_08,NA,M,0.8,22.01,21.21,,6.73,5.93,0.78,10.11,9.33,,3.13,2.35,0.81,10.4,9.59,,2.14,1.33,NA,fractured shell; incomplete shell
20210813,106_38,83,F,0.8,12.38,11.58,,3.64,2.84,0.78,2.98,2.2,,1.01,0.23,0.8,9.12,8.32,,1.73,0.93,27.44,
20210813,054_50,131,F,1.01,39.29,38.28,,10.46,9.45,1.04,5.01,3.97,,1.47,0.43,1,20.36,19.36,,3.1,2.1,131.08,
20210813,099_17,87,M,0.81,15.26,14.45,,4.58,3.77,0.8,5.72,4.92,,1.88,1.08,0.8,10.03,9.23,,1.81,1.01,45.37,
20210813,025_48,158,M,0.97,59.7,58.73,,16.17,15.2,0.99,21.95,20.96,,6.18,5.19,0.98,31.84,30.86,,5.56,4.58,284.22,
20210813,088_14,120,M,1.01,34.65,33.64,,10.13,9.12,0.99,7.58,6.59,,2.03,1.04,1,18.89,17.89,,2.9,1.9,114.15,
20210813,103_34,114,F,0.8,27.62,26.82,,7.43,6.63,0.8,10.34,9.54,,2.2,1.4,0.8,19.85,19.05,,3.14,2.34,96.46,
20210813,103_26,114,F,1,29.38,28.38,,8.18,7.18,0.98,13.08,12.1,,3.1,2.12,0.96,16.82,15.86,,2.77,1.81,78.25,
20210813,088_50,101,F,1,23.7,22.7,,6.82,5.82,0.97,4.44,3.47,,1.28,0.31,0.97,15.17,14.2,,2.47,1.5,68.48,
20210813,070_41,88,M,0.79,14.58,13.79,,4.16,3.37,0.81,2.36,1.55,,1.02,0.21,0.81,8.63,7.82,,1.91,1.1,39.27,
20210813,025_23,93,F,0.79,23.91,23.12,,6.82,6.03,0.8,9.15,8.35,,2.32,1.52,0.8,9.12,8.32,,2.11,1.31,41.88,
20210813,109_19,111,F,1,29.16,28.16,,7.07,6.07,0.97,3.97,3,,1.26,0.29,0.96,16.64,15.68,,2.87,1.91,86.43,
20210813,025_24,85,M,0.81,17.59,16.78,,5.4,4.59,0.8,5.93,5.13,,2.11,1.31,0.81,6.81,6,,2.22,1.41,31,
20210813,040_31,143,F,0.98,56.19,55.21,,14.51,13.53,1.02,12.38,11.36,,2.22,1.2,0.97,37.39,36.42,,5.28,4.31,177.21,previously site 37; now site 40
20210813,099_21,125,M,0.98,39.97,38.99,,12.77,11.79,0.99,12.45,11.46,,3.32,2.33,0.98,18.85,17.87,,3.13,2.15,86.15,
20210813,050_19,109,M,0.8,24.71,23.91,,6.92,6.12,0.8,3.52,2.72,,1.14,0.34,0.79,16.33,15.54,,3.59,2.8,60.12,
20210813,025_07,100,F,0.79,24.97,24.18,,7.56,6.77,0.79,7.02,6.23,,2.06,1.27,0.79,13.74,12.95,,2.23,1.44,57.02,
20210813,106_19,113,M,0.99,32.02,31.03,,9.01,8.02,0.98,6.2,5.22,,1.69,0.71,0.98,21.6,20.62,,3.49,2.51,67.89,
20210813,050_22,110,F,0.99,27.97,26.98,,7.72,6.73,0.99,6.78,5.79,,1.69,0.7,1,19.13,18.13,,2.91,1.91,55.3,previously site 47; now site 50
20210813,099_35,94,M,0.78,21.31,20.53,,6.14,5.36,0.8,4.46,3.66,,1.49,0.69,0.83,10.51,9.68,,2.07,1.24,60.68,
20210813,025_50,159,F,1.03,65,63.97,,20.8,19.77,0.98,16.82,15.84,,3.8,2.82,1.03,30.62,29.59,,4.75,3.72,249.98,
20210813,066_29,114,M,0.81,25.26,24.45,,7.41,6.6,0.81,5.18,4.37,,1.58,0.77,0.8,17.27,16.47,,2.83,2.03,74.65,
20210813,056_05,NA,M,0.79,23.64,22.85,,6.04,5.25,0.82,3.05,2.23,,1.23,0.41,0.81,9.74,8.93,,2.14,1.33,NA,shell completly shattered
20210813,106_45,104,F,0.79,23.05,22.26,,6.61,5.82,0.79,3.27,2.48,,1.15,0.36,0.79,15.73,14.94,,2.94,2.15,52.42,
20210813,056_02,NA,F,0.8,29.67,28.87,,8.78,7.98,0.79,1.93,1.14,,1.01,0.22,0.8,9.93,9.13,,2.32,1.52,NA,shell completly shattered
20210813,056_04,NA,M,0.8,22.09,21.29,,6.6,5.8,0.82,3.78,2.96,,1.53,0.71,0.81,9.54,8.73,,2.93,2.12,NA,shell completly shattered
20210813,030_45,122,M,1.03,43.43,42.4,,11.85,10.82,0.98,23.53,22.55,,6.97,5.99,0.97,18.78,17.81,,3.02,2.05,164.6,
20210813,070_42,117,F,1,35.25,34.25,,9.55,8.55,1.02,4.39,3.37,,1.39,0.37,1.02,18.28,17.26,,3,1.98,84.5,
20210813,088_10,114,M,0.98,33.29,32.31,,9.72,8.74,0.99,5.77,4.78,,1.68,0.69,0.99,17.21,16.22,,3.17,2.18,101.81,
20210813,025_40,96,M,1,21.63,20.63,,6.41,5.41,1,6.33,5.33,,2.35,1.35,1,8.19,7.19,,2.15,1.15,38.98,
20210813,025_04,96,F,0.99,22.96,21.97,,7.04,6.05,0.99,10.73,9.74,,3.38,2.39,1,11.32,10.32,,2.76,1.76,45.71,
20210813,025_12,98,F,0.81,21.34,20.53,,6.51,5.7,0.79,7.81,7.02,,2.45,1.66,0.8,10.18,9.38,,2.44,1.64,53.4,
20210813,106_12,115,F,0.79,24.72,23.93,,6.83,6.04,0.8,3.51,2.71,,1.16,0.36,0.8,14.57,13.77,,2.45,1.65,58.84,
20210816,076_48,96,F,0.8,13.25,12.45,,3.76,2.96,0.8,6.92,6.12,,2.19,1.39,0.82,7.85,7.03,,1.68,0.86,52.11,
20210816,060_22,100,F,0.8,18.34,17.54,,5.22,4.42,0.8,2.25,1.45,,1,0.2,0.81,12.38,11.57,,2.82,2.01,48.04,
20210816,076_40,98,M,0.81,15.59,14.78,,4.49,3.68,0.79,3.48,2.69,,1.38,0.59,0.79,7.93,7.14,,1.83,1.04,39.99,
20210816,060_11,108,F,0.8,24.01,23.21,,6.83,6.03,0.8,4.01,3.21,,1.3,0.5,0.8,15.59,14.79,,2.74,1.94,62.12,
20210816,070_33,116,F,0.81,24.51,23.7,,6.69,5.88,0.83,4.95,4.12,,1.28,0.45,0.8,14.5,13.7,,2.53,1.73,62.64,
20210816,060_40,110,F,0.81,23.17,22.36,,6.44,5.63,0.8,3.29,2.49,,1.12,0.32,0.79,14.39,13.6,,2.85,2.06,68.91,
20210816,028_11,91,F,0.82,14.79,13.97,,4.53,3.71,0.81,8.73,7.92,,2.74,1.93,0.79,8.88,8.09,,2.21,1.42,40.38,
20210816,060_07,111,F,0.8,22.59,21.79,,6.07,5.27,0.79,4.46,3.67,,1.3,0.51,0.79,15.93,15.14,,2.69,1.9,76.59,
20210816,076_07,96,M,0.81,13.67,12.86,,3.66,2.85,0.8,8.44,7.64,,2.62,1.82,0.8,8.05,7.25,,1.59,0.79,49.05,
20210816,076_24,89,F,0.8,11.48,10.68,,3.29,2.49,0.8,3.92,3.12,,1.41,0.61,0.8,8.18,7.38,,1.91,1.11,30.94,
20210816,025_37,91,M,0.8,17,16.2,,5.59,4.79,0.8,4.48,3.68,,1.76,0.96,0.81,9.03,8.22,,2.59,1.78,32.11,
20210816,021_22,150,F,1,50.08,49.08,,12.15,11.15,1,19.04,18.04,,4.95,3.95,1,25.48,24.48,,4.73,3.73,182.29,
20210816,060_47,95,M,0.8,15.94,15.14,,4.68,3.88,0.79,1.93,1.14,,0.99,0.2,0.79,10.95,10.16,,2.72,1.93,41.84,
20210816,066_13,143,M,1.03,61.43,60.4,,17.31,16.28,1,9.54,8.54,,2.31,1.31,1,30.99,29.99,,4.76,3.76,154.15,
20210816,060_02,116,F,0.8,26.91,26.11,,8.34,7.54,0.8,6.02,5.22,,1.35,0.55,0.8,14.87,14.07,,2.57,1.77,70.05,
20210816,099_43,120,M,0.99,35.01,34.02,,11.99,11,0.99,11.63,10.64,,3.56,2.57,0.99,19,18.01,,3.25,2.26,93.53,
20210816,076_39,93,F,0.8,11.47,10.67,,3.17,2.37,0.81,6.82,6.01,,2.04,1.23,0.81,5.23,4.42,,1.41,0.6,37.27,
20210816,060_03,122,M,0.99,33.39,32.4,,11.26,10.27,1.01,3.25,2.24,,1.26,0.25,1.01,18.91,17.9,,3.79,2.78,85.95,
20210816,021_17,144,F,0.99,50.63,49.64,,12.27,11.28,0.98,21.51,20.53,,5.5,4.52,0.98,23.22,22.24,,4.05,3.07,147.58,
20210816,060_44,101,M,0.79,17.19,16.4,,4.81,4.02,0.8,3.4,2.6,,1.27,0.47,0.8,10.54,9.74,,2,1.2,54.18,
20210816,106_13,93,M,0.81,16.74,15.93,,4.86,4.05,0.81,2.1,1.29,,1.06,0.25,0.81,9.17,8.36,,2.44,1.63,35.93,
20210816,025_11,99,F,0.83,23.34,22.51,,6.89,6.06,0.8,10.48,9.68,,3.18,2.38,0.8,10.52,9.72,,2.25,1.45,40.19,
20210816,103_25,112,M,0.79,21.37,20.58,,5.56,4.77,0.81,7.67,6.86,,2.31,1.5,0.81,16.02,15.21,,3.05,2.24,72.3,
20210816,040_36,108,F,0.79,23.53,22.74,,6.53,5.74,0.8,6.54,5.74,,1.8,1,0.8,12.01,11.21,,2.23,1.43,91.67,
20210816,099_04,120,M,0.8,40.6,39.8,,11.66,10.86,0.78,13.02,12.24,,3.33,2.55,0.8,22.41,21.61,,4.21,3.41,109.53,
20210816,076_46,89,F,0.81,11.39,10.58,,3.14,2.33,0.79,6.03,5.24,,1.85,1.06,0.79,6.92,6.13,,1.63,0.84,37.23,
20210816,060_20,115,F,0.8,20.05,19.25,,5.73,4.93,0.79,3.11,2.32,,1.02,0.23,0.81,12.94,12.13,,2.12,1.31,53.08,
20210816,076_47,90,F,0.81,12.7,11.89,,3.55,2.74,0.82,6.05,5.23,,1.5,0.68,0.8,7.7,6.9,,1.55,0.75,39.43,
20210816,103_11,94,M,0.8,17.08,16.28,,4.64,3.84,0.81,3.21,2.4,,1.22,0.41,0.81,11.68,10.87,,2.78,1.97,59.81,
20210816,076_29,120,M,0.79,25.91,25.12,,5.66,4.87,0.8,7.63,6.83,,1.85,1.05,0.8,14.29,13.49,,2.4,1.6,214.55,
20210816,060_45,109,M,0.81,20.95,20.14,,5.46,4.65,0.81,5.62,4.81,,1.81,1,0.81,14.52,13.71,,4.17,3.36,63.25,
20210816,060_29,105,M,0.8,20.4,19.6,,5.57,4.77,0.81,4.27,3.46,,1.12,0.31,0.81,14.36,13.55,,2.14,1.33,56.75,
20210816,066_44,108,F,0.8,29.95,29.15,,7.86,7.06,0.78,5.77,4.99,,1.46,0.68,0.78,14.32,13.54,,2.49,1.71,75.71,
20210816,076_04,137,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,246.24,empty shell
20210816,060_10,110,M,0.8,23.34,22.54,,6.3,5.5,0.79,2.96,2.17,,1.04,0.25,0.79,12.25,11.46,,2.36,1.57,62.88,
20210816,060_30,105,F,0.8,24.39,23.59,,6.68,5.88,0.8,3.06,2.26,,1.06,0.26,0.8,11.18,10.38,,2.26,1.46,58.58,
20210816,106_06,97,M,0.8,14.82,14.02,,3.99,3.19,0.78,3.52,2.74,,1.23,0.45,0.78,9.06,8.28,,2.17,1.39,39.19,
20210816,025_42,118,M,1.02,40.89,39.87,,13.28,12.26,0.98,16.79,15.81,,5.23,4.25,0.98,16.98,16,,3.81,2.83,86.66,
20210816,040_33,108,M,0.8,23.7,22.9,,6.25,5.45,0.79,13.78,12.99,,4.14,3.35,0.79,14.5,13.71,,3.25,2.46,65.17,
20210816,076_26,91,F,0.81,12.39,11.58,,3.44,2.63,0.79,6.76,5.97,,2.04,1.25,0.79,6.51,5.72,,1.64,0.85,32.76,
20210816,066_18,96,F,0.8,16.39,15.59,,4.33,3.53,0.8,2.01,1.21,,0.96,0.16,0.8,10.89,10.09,,2.15,1.35,47.8,
20210816,060_36,104,M,0.81,21.68,20.87,,5.78,4.97,0.81,3.95,3.14,,1.3,0.49,0.81,13.12,12.31,,2.27,1.46,60.05,
20210816,106_44,109,F,0.79,24.83,24.04,,6.3,5.51,0.79,2.94,2.15,,0.96,0.17,0.79,12.33,11.54,,2.03,1.24,44.71,
20210816,076_44,91,M,0.82,12.08,11.26,,3.31,2.49,0.79,3.8,3.01,,1.42,0.63,0.79,5.51,4.72,,1.42,0.63,36.21,
20210816,076_10,83,F,0.81,10,9.19,,2.77,1.96,0.81,4.57,3.76,,1.42,0.61,0.81,5.99,5.18,,1.39,0.58,30.12,
20210816,060_33,106,F,0.78,23.19,22.41,,6.37,5.59,0.81,2.32,1.51,,0.94,0.13,0.81,13.74,12.93,,2.57,1.76,61.75,
20210816,021_01,148,F,1.03,54.85,53.82,,12.11,11.08,0.98,18.46,17.48,,4.13,3.15,0.98,25.49,24.51,,4.2,3.22,215.3,
20210816,060_28,102,F,0.82,18.24,17.42,,5.03,4.21,0.8,2.19,1.39,,0.95,0.15,0.8,10.59,9.79,,1.91,1.11,50.39,
20210816,060_31,102,M,0.8,18.81,18.01,,5.29,4.49,0.8,3.47,2.67,,1.09,0.29,0.79,13.41,12.62,,2.49,1.7,46.18,
20210816,025_09,NA,F,1,27.85,26.85,,8.95,7.95,1.02,9.25,8.23,,2.91,1.89,0.97,10.07,9.1,,2.52,1.55,NA,shell substantially chipped
20210816,076_45,120,M,1.02,18.92,17.9,,4.13,3.11,1.02,7.52,6.5,,2.24,1.22,1,12.5,11.5,,2.42,1.42,142.74,
20210816,076_21,87,M,1.01,10.56,9.55,,3.3,2.29,0.96,3.35,2.39,,1.51,0.55,1,7.36,6.36,,2.26,1.26,24.83,
20210816,025_21,94,F,1.01,20.47,19.46,,6.23,5.22,0.99,7.91,6.92,,2.44,1.45,0.98,9.43,8.45,,2.21,1.23,38.22,
20210816,040_45,110,M,1.03,26.97,25.94,,7.55,6.52,1.02,14.34,13.32,,4.2,3.18,0.98,14.09,13.11,,2.58,1.6,68.57,
20210816,060_26,108,M,1.02,23.24,22.22,,6.19,5.17,1,4.38,3.38,,1.42,0.42,1.02,12.6,11.58,,2.51,1.49,61.41,
20210816,103_24,118,M,1.01,28.6,27.59,,7.27,6.26,1.01,9.99,8.98,,2.73,1.72,1,16.75,15.75,,2.77,1.77,70.22,extreme Polychaetes
20210816,025_39,139,F,1,59.22,58.22,,19.87,18.87,1.02,14.72,13.7,,3.63,2.61,0.99,22.41,21.42,,4.29,3.3,163.14,
20210816,025_32,100,M,0.99,22.98,21.99,,6.64,5.65,1.01,10.34,9.33,,3.55,2.54,0.99,10.28,9.29,,2.52,1.53,42.98,
20210816,076_22,119,F,0.97,19.81,18.84,,5.25,4.28,1.03,7.89,6.86,,2.28,1.25,0.99,13.64,12.65,,3.34,2.35,112.01,
20210816,076_50,122,F,1.01,20.01,19,,4.53,3.52,0.98,9,8.02,,2.52,1.54,1.03,12.24,11.21,,2.43,1.4,202.96,extreme polychaetes; calcified pockets?
20210816,025_22,164,M,0.99,72.13,71.14,,18.18,17.19,0.99,17.83,16.84,,4.75,3.76,1.01,43.14,42.13,,6.35,5.34,310.49,
20210816,060_38,92,M,1,14.54,13.54,,4.01,3.01,0.97,3.77,2.8,,1.3,0.33,0.98,7.72,6.74,,2.06,1.08,39.08,
20210816,076_37,96,M,0.98,13.52,12.54,,3.79,2.81,1.02,5.39,4.37,,2.04,1.02,1,8.63,7.63,,1.83,0.83,67.19,
20210816,103_04,118,F,0.99,25.83,24.84,,6.45,5.46,1.01,5.92,4.91,,1.67,0.66,1.02,15.6,14.58,,2.83,1.81,75.11,extreme polychaetes
20210816,076_34,104,F,0.98,20.53,19.55,,5.38,4.4,0.95,7.12,6.17,,1.98,1.03,1.04,9.41,8.37,,2.07,1.03,56.29,
20210816,025_14,102,M,1.01,23.41,22.4,,6.95,5.94,0.99,9.72,8.73,,3.27,2.28,0.99,9.25,8.26,,2.3,1.31,51.7,
20210816,076_35,93,F,0.98,12.85,11.87,,3.7,2.72,0.97,6.53,5.56,,2.14,1.17,1.01,6.67,5.66,,1.81,0.8,43.44,
20210816,103_37,125,F,1,36.05,35.05,,8.15,7.15,0.98,5.54,4.56,,1.58,0.6,1.01,22.56,21.55,,4.06,3.05,84.96,
20210816,076_43,87,M,0.98,10.72,9.74,,3.07,2.09,0.99,3.96,2.97,,1.61,0.62,1.02,5.34,4.32,,1.62,0.6,33.29,
20210816,025_19,98,M,0.98,21.28,20.3,,6.36,5.38,0.96,9.48,8.52,,3.12,2.16,1.01,12.1,11.09,,3.38,2.37,47.98,
20210816,076_49,86,F,0.98,11.42,10.44,,3.18,2.2,0.98,6.74,5.76,,2.16,1.18,0.95,5.97,5.02,,1.69,0.74,32.02,
20210816,060_15,109,F,0.99,22.98,21.99,,6.03,5.04,0.99,3.49,2.5,,1.28,0.29,1,11.56,10.56,,2.27,1.27,54.67,
20210817,106_42,105,M,0.97,24.5,23.53,,6.85,5.88,0.98,5.71,4.73,,1.41,0.43,0.99,15.43,14.44,,2.56,1.57,51.07,polychaetes
20210817,060_23,103,M,1.01,19.15,18.14,,5.85,4.84,0.96,2.33,1.37,,1.16,0.2,1.01,11.97,10.96,,2.34,1.33,58.92,
20210817,025_01,100,F,0.98,22.58,21.6,,7.24,6.26,1.02,9.32,8.3,,2.95,1.93,0.99,11.99,11,,2.9,1.91,43.07,
20210817,060_12,108,M,1.01,24.54,23.53,,7.83,6.82,1.03,2.91,1.88,,1.24,0.21,1.01,14.82,13.81,,3.13,2.12,73.29,
20210817,040_50,119,F,0.99,39.15,38.16,,12.41,11.42,0.99,8.47,7.48,,1.83,0.84,1.03,18.26,17.23,,3.2,2.17,85.34,
20210817,106_34,99,M,1.03,23.07,22.04,,8.34,7.31,1,2.62,1.62,,1.22,0.22,1.01,13.23,12.22,,2.42,1.41,43.11,polychaetes
20210817,025_20,104,M,0.99,24.46,23.47,,8.23,7.24,1,8.78,7.78,,3.02,2.02,1,14.88,13.88,,3.57,2.57,49.05,
20210817,106_48,98,M,1.01,23.72,22.71,,6.75,5.74,0.97,5.14,4.17,,1.67,0.7,0.98,12.22,11.24,,2.4,1.42,45.2,polychaetes
20210817,076_11,116,M,1.01,18.96,17.95,,4.73,3.72,1.01,7.8,6.79,,2.62,1.61,1.03,13.84,12.81,,2.66,1.63,125.97,
20210817,106_37,100,F,0.99,22.97,21.98,,6.62,5.63,1.03,3.23,2.2,,1.3,0.27,0.99,12.9,11.91,,2.58,1.59,45.3,
20210817,060_41,113,M,0.96,30.8,29.84,,9.59,8.63,1.02,4.47,3.45,,1.5,0.48,1.01,20.04,19.03,,4.51,3.5,71.44,
20210817,040_48,143,M,1.02,47.03,46.01,,13.73,12.71,0.97,33.24,32.27,,9.9,8.93,0.99,35,34.01,,5.25,4.26,198.93,
20210817,040_49,149,M,0.98,54.06,53.08,,12,11.02,0.99,31.32,30.33,,8.53,7.54,1.03,25.51,24.48,,3.89,2.86,198.62,
20210817,060_42,100,F,0.97,19.58,18.61,,5.79,4.82,0.99,3.11,2.12,,1.25,0.26,1.01,13.07,12.06,,2.51,1.5,49.62,
20210817,106_43,102,F,0.99,21.84,20.85,,6.61,5.62,0.99,3.37,2.38,,1.25,0.26,0.98,14,13.02,,2.33,1.35,44.82,
20210817,076_15,116,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,145.74,empty shell
20210817,060_32,108,M,0.95,21.15,20.2,,6.06,5.11,0.99,2.7,1.71,,1.67,0.68,0.98,15.51,14.53,,3.54,2.56,55.1,
20210817,025_05,99,F,1.01,16.4,15.39,,4.92,3.91,1.03,4.47,3.44,,1.21,0.18,1.01,9.5,8.49,,2.08,1.07,41.18,
20210817,040_46,95,F,0.99,17.44,16.45,,4.85,3.86,0.98,7.5,6.52,,2.31,1.33,0.99,10.15,9.16,,1.96,0.97,35.03,
20210817,060_43,110,F,1.01,24.47,23.46,,6.65,5.64,1.03,3.1,2.07,,1.31,0.28,0.97,15.59,14.62,,3.22,2.25,67.52,
20210817,103_30,116,F,0.99,24.28,23.29,,6.33,5.34,0.98,7.95,6.97,,2.05,1.07,1.02,17.49,16.47,,2.88,1.86,93.02,extreme polychaetes
20210817,025_35,107,F,1.01,26.41,25.4,,7.3,6.29,0.99,11.46,10.47,,3.21,2.22,0.97,10.73,9.76,,2.5,1.53,58.01,
20210817,025_49,145,M,1.01,63.62,62.61,,19.12,18.11,1.03,14.8,13.77,,3.65,2.62,1,22.79,21.79,,3.69,2.69,181.55,polychaetes
20210817,070_21,115,M,1,28.02,27.02,,7.8,6.8,0.99,6.02,5.03,,1.74,0.75,0.97,16.77,15.8,,2.92,1.95,68.54,
20210817,028_02,85,F,0.79,14.06,13.27,,4.23,3.44,0.8,6.45,5.65,,2.02,1.22,0.8,7.41,6.61,,1.72,0.92,37.58,
20210817,025_06,94,M,0.79,21.52,20.73,,6.32,5.53,0.8,8.16,7.36,,2.74,1.94,0.79,7.62,6.83,,1.88,1.09,35.32,
20210817,028_03,82,M,0.79,13.14,12.35,,3.87,3.08,0.81,8.33,7.52,,2.78,1.97,0.8,6.42,5.62,,1.58,0.78,39.39,
20210817,103_40,91,M,0.81,14.62,13.81,,4.48,3.67,0.8,7.18,6.38,,2.41,1.61,0.78,9.81,9.03,,2.1,1.32,38.67,extreme polychaetes
20210817,060_04,106,F,0.8,22.94,22.14,,5.92,5.12,0.8,4.13,3.33,,1.14,0.34,0.8,11.2,10.4,,2.19,1.39,57.9,
20210817,025_16,102,F,0.8,25.37,24.57,,7.42,6.62,0.78,10.9,10.12,,3.07,2.29,0.81,11.51,10.7,,2.42,1.61,54.69,
20210817,066_31,115,M,0.98,26.11,25.13,,6.91,5.93,0.98,6.36,5.38,,1.9,0.92,0.96,15.6,14.64,,2.91,1.95,76.51,
20210817,060_24,101,M,0.82,21.25,20.43,,6.04,5.22,0.8,3.12,2.32,,1.17,0.37,0.79,9.46,8.67,,2.22,1.43,55.18,
20210817,076_27,86,F,0.79,11.14,10.35,,3.33,2.54,0.82,1.67,0.85,,0.95,0.13,0.81,5.88,5.07,,1.49,0.68,NA,chipped substantially
20210817,060_27,74,M,0.8,9.42,8.62,,2.9,2.1,0.82,4.56,3.74,,1.75,0.93,0.79,4.42,3.63,,1.42,0.63,21.76,
20210817,066_30,116,F,0.81,30.74,29.93,,8.59,7.78,0.81,6.01,5.2,,1.39,0.58,0.82,15.74,14.92,,2.78,1.96,82.66,
20210817,060_37,108,F,0.8,20.73,19.93,,5.24,4.44,0.79,4.65,3.86,,1.29,0.5,0.8,12.14,11.34,,2.19,1.39,59.81,
20210817,106_22,103,F,0.8,24.39,23.59,,7.23,6.43,0.79,3.04,2.25,,1.07,0.28,0.79,12.26,11.47,,2.53,1.74,50.59,polychaetes
20210817,076_28,90,M,0.79,11.17,10.38,,3.21,2.42,0.79,2.75,1.96,,1.23,0.44,0.81,5.63,4.82,,1.6,0.79,37.12,
20210817,025_30,97,M,0.8,19.45,18.65,,6.32,5.52,0.81,7.56,6.75,,2.69,1.88,0.79,10.97,10.18,,2.85,2.06,47.3,
